['0.0000000e+00', ' 2.1398472e+01', '-3.7991027e+00', ' 2.4707781e+01', '-1.9558276e+01', '-2.6100865e+01', '-1.8511861e+01', '-4.9896885e-01', '-1.6954116e+01', '-1.6174434e+01', '-6.7818098e+00', ' 3.3549935e+00', ' 1.8039066e+01', '-1.9683229e+01', '-1.8339842e+01', ' 9.3797252e+00', '-4.5513085e+00', ' 2.7160444e+01', '-9.6700733e+00', ' 3.4231604e+00', ' 1.9441361e+00', '-7.9816084e+00', ' 1.1454542e+01', '-2.2153420e+01', ' 1.9360816e+01', ' 5.0452188e-01', ' 2.5429889e+01', ' 7.5591115e+00', '-1.1047686e+01', ' 2.3360861e+00', ' 1.7711948e+01', ' 1.1516223e+01', ' 3.4472066e+00', '-9.2468938e-01', ' 1.0353789e+01', ' 1.5884841e+01', ' 6.4962815e+00', '-2.1013385e+01', '-5.0142027e+00', '-1.7470591e+01', ' 1.5553976e+00', ' 5.4802618e+00', ' 2.6787195e+01', ' 7.7050907e-01', ' 1.3534013e+01', ' 3.1925250e+00', ' 1.9347849e+01', ' 2.4391411e+01', ' 6.9701473e+00', '-5.4837915e+00', ' 7.2659437e+00', ' 1.6718847e+01', ' 1.3116689e+01', '-2.1007919e+00', ' 7.4734441e-01', ' 5.6625548e+00', ' 3.5760561e+00', '-1.0356454e+01', ' 3.7326893e+00', ' 1.8675322e-01', '-6.4663321e-01', '-2.1895984e+01', ' 1.0036899e+01', ' 1.3557643e+01', ' 1.8314780e+01', ' 1.2107075e+01', '-8.1425216e+00', '-1.4547388e+00', ' 5.3881221e+00', '-2.7493031e+00', '-5.9073307e+00', ' 5.9155658e+00', ' 1.7802799e+00', '-4.1589803e+00', ' 1.2212500e+01', ' 2.5308937e+00', ' 1.8536456e+01', ' 1.1679953e+01', ' 1.4439611e+01', '-2.7713441e+00', ' 2.4502672e+01', ' 2.0349897e+01', ' 8.4990469e+00', '-1.1918071e+00', '-1.4422591e+01', '-9.8385641e+00', '-6.7394479e+00', ' 1.2375461e+01', ' 6.2942815e+00', '-4.5135676e+00', ' 1.2640773e+01', '-6.0483138e+00', ' 1.1128604e+01', ' 1.5745953e+00', ' 7.3302478e+00', ' 1.2455999e+01', ' 1.8949804e+01', '-3.5675527e+00', '-1.6780453e+00', '-1.0862884e-01']
['1.6718847e+01', ' 1.4384752e+01', ' 1.8197799e+01', '-2.3860696e+01', '-4.4658163e+00', ' 2.2820121e+01', ' 9.4624761e+00', '-1.5961182e+01', '-5.2971737e+00', ' 9.6652806e-01', ' 1.2293023e+01', '-2.0427064e+00', '-1.3780275e+01', '-1.1654201e+01', ' 2.4755531e+01', ' 2.8930461e+01', '-4.1416804e+00', ' 6.4716157e+00', ' 2.0025315e+01', '-2.0170175e+01', ' 1.4957246e+01', '-5.7922966e+00', '-8.1502749e+00', ' 3.2084011e+01', '-6.0034991e+00', '-3.1648251e+00', ' 8.7267038e+00', ' 2.5017860e+01', '-1.5787488e+01', '-4.1744830e+00', ' 1.2629974e+01', ' 1.8871967e+01', ' 5.0471353e+00', '-1.6376082e+01', '-9.4706817e+00', '-1.9178697e+01', ' 1.7826454e+01', '-8.9845856e+00', ' 8.1019245e+00', ' 7.3418375e+00', ' 1.1947360e+01', '-2.2850824e+01', ' 5.5240671e+00', ' 1.8673669e+01', ' 1.1606030e+01', ' 6.0293186e+00', '-2.3217791e+00', '-5.2153842e+00', ' 1.2207709e+01', '-1.6203268e+00', '-3.0751538e+01', ' 0.0000000e+00', ' 3.1993391e+01', ' 5.3971841e+00', ' 9.9962489e+00', ' 2.2693194e+00', ' 2.5859167e+01', '-1.9056711e+01', ' 2.7317567e+01', '-2.0299326e+01', ' 8.1336399e-02', '-1.1440855e+01', '-1.5820671e+01', ' 1.7663460e+01', '-1.5294937e+01', ' 1.3552157e+01', '-1.4784365e+01', ' 2.7544732e+01', '-3.1512559e+00', '-2.0334700e+01', '-6.4566240e-01', '-5.3885348e+00', ' 6.2753922e+00', '-6.8212857e+00', ' 7.3630607e+00', ' 1.5615671e+01', ' 1.4436799e+01', ' 1.8925109e+01', '-2.0752372e+01', '-2.7086802e-01', ' 1.9243325e-01', ' 1.5782699e+01', '-1.5911249e+01', '-2.1913531e+01', ' 2.0459215e+01', '-1.8265225e+01', '-1.1736447e+01', '-1.0531504e+01', ' 1.0624082e+01', '-6.3343833e+00', ' 5.8137417e+00', ' 1.6061448e+01', '-5.2964858e+00', ' 1.3496014e+01', '-1.3083100e+01', '-2.3447595e+01', ' 2.1363082e+01', ' 1.3445691e+01', ' 8.1875496e+00', '-2.9102929e+01']
['1.3116689e+01', '-1.3461952e+01', '-2.9421845e+01', '-3.4022750e+00', ' 5.2674886e+00', '-1.2709294e+01', '-1.4802150e+01', '-3.3285926e+00', ' 2.3863113e+01', ' 1.0142821e+00', ' 1.2258447e+00', ' 1.7083897e+01', '-1.1833213e+01', '-1.5572887e+01', '-2.0888864e-01', '-9.5380041e+00', '-1.0813298e+01', '-4.5270968e-01', ' 2.8223122e+01', '-2.0010119e+01', ' 1.1945930e+01', ' 2.1776955e+01', ' 2.0473382e+01', ' 1.6757867e+01', ' 8.4359903e+00', ' 9.6225971e+00', ' 1.5912990e+01', '-9.3443912e+00', '-3.0364116e+01', '-1.6074739e+01', ' 2.4148935e+00', ' 1.5544907e+01', ' 1.0790822e+01', '-2.3169219e+01', ' 1.2870273e+01', '-1.3940411e+01', ' 2.5213159e+01', '-2.3973090e+01', ' 1.8523722e+01', ' 1.9624441e+01', '-9.2387326e+00', ' 3.5692845e+00', '-2.4563974e+01', ' 2.1149016e+00', ' 1.1669408e+01', '-1.7582501e+01', ' 2.7468880e+01', '-6.0609365e+00', ' 2.6304560e+01', ' 1.8190877e+01', '-1.5535215e+01', ' 3.1993391e+01', ' 0.0000000e+00', ' 2.7608169e+01', ' 4.3546064e+00', ' 3.6374832e+01', ' 2.5401686e+01', '-1.2899154e+01', '-1.1307877e+01', ' 6.7991874e+00', '-4.0885069e+00', '-1.6251484e+01', '-4.8060944e+00', ' 1.4526572e+01', '-1.1405379e+01', ' 1.5666256e+01', ' 1.3114508e+01', '-2.0157955e+01', ' 5.9665083e+00', '-3.1034863e+01', '-1.3533795e+01', '-2.3875998e+01', '-2.9088133e+01', '-1.1265320e+01', '-2.1083188e+01', '-1.0285759e+01', '-4.6918354e+00', ' 4.6177936e+00', ' 2.0922743e+01', ' 6.3684834e+00', ' 2.1424174e+01', '-2.7352142e+01', '-3.7415966e+00', '-1.7365698e+01', ' 2.2999358e+01', '-2.8962945e+01', '-2.3464048e+01', '-1.2010839e+01', ' 1.1783411e+00', '-2.7189644e+01', ' 3.8494741e+00', ' 2.2029864e+01', ' 1.2008635e+00', '-1.6493818e+01', '-3.5747181e+00', '-1.4052788e+01', '-3.3718398e+00', ' 1.4956769e+01', '-2.3755406e+01', ' 9.7544346e+00']
['-2.1007919e+00', ' 2.7389421e+01', ' 2.0181019e+01', '-7.6254486e+00', '-1.9851847e+01', '-1.0423644e+01', '-1.6156600e+01', '-1.3754640e+01', ' 5.4223242e+00', '-1.5814973e+01', ' 1.7083335e+01', ' 1.3404046e+01', ' 1.5897760e+01', '-1.3531112e+01', '-1.5408623e+01', '-1.3234069e+01', ' 6.4369982e+00', '-4.9076453e+00', '-1.7975187e+01', ' 2.1498828e+01', ' 5.7716124e+00', ' 2.6121776e+01', ' 2.7438934e+01', ' 2.3248600e+01', ' 4.4915855e+00', '-2.6723509e+01', ' 3.0825410e+01', ' 2.6069455e+01', ' 4.0786316e+00', '-2.0541249e+01', '-9.0932702e+00', ' 1.6846418e+01', '-4.3217984e+00', '-1.8905752e+01', ' 2.7494339e+01', '-1.1704513e+01', ' 1.4037695e+01', '-2.4593687e+01', '-1.5649246e+01', '-2.7450263e+01', '-7.7330980e+00', '-1.5122195e+01', '-2.4077245e+01', '-9.8073128e+00', ' 2.2907730e+00', '-2.8575826e+01', '-2.7604070e+01', '-1.7929507e+01', ' 2.3015236e+01', ' 2.0847529e+01', ' 2.9269784e+01', ' 5.3971841e+00', ' 2.7608169e+01', ' 0.0000000e+00', '-1.3875546e+01', ' 2.4116320e+01', ' 1.9678021e+01', ' 1.9884690e+01', ' 8.9076853e+00', ' 2.1054878e+01', '-1.6060717e+00', ' 1.5168691e+01', '-1.1530037e+01', '-1.8197281e+01', '-1.1527516e+01', '-2.6681725e+01', '-1.2349184e+01', '-2.2399209e+01', '-2.3566054e+01', '-1.8451937e+00', ' 2.0105028e+01', ' 1.1265650e+01', ' 1.2150938e+01', '-1.5531435e+01', ' 2.4355743e+00', '-1.1039277e+01', ' 2.5448390e+00', '-1.5693232e+01', '-2.5622285e+01', ' 1.5275150e+01', '-1.8974575e+00', ' 7.8872616e+00', ' 1.4454146e+01', ' 2.2140841e+01', '-7.6830725e+00', '-5.8491516e+00', ' 3.2732843e+01', '-1.5337994e+01', ' 2.2173179e+01', '-2.6088094e+01', '-2.6211335e+01', ' 6.4997597e+00', '-2.4517525e+01', '-7.9578387e+00', '-1.8280166e+01', '-1.3011778e+00', '-1.7104081e+01', '-1.6280423e+01', ' 6.6880401e+00', ' 8.0210525e+00']
['7.4734441e-01', '-2.5053714e+01', ' 2.9025645e+01', ' 1.2625647e+01', '-1.3863198e+00', '-3.3715604e+00', ' 1.3383812e+01', '-7.8539391e+00', '-2.6005674e+01', ' 2.8610564e+01', ' 1.7687692e+01', ' 9.1967404e+00', ' 1.3243490e+01', ' 8.2927946e+00', ' 4.8288338e+00', ' 1.3656753e+00', ' 1.6246244e+00', ' 3.1820089e+00', '-8.3384140e+00', '-1.6911204e+01', ' 8.0859082e-01', ' 1.5264318e+01', '-1.1073419e+01', ' 2.6608241e+01', '-3.3104407e+00', ' 5.6532124e+00', '-1.7967141e+01', '-2.2310609e+01', '-4.6409712e+00', ' 3.3740719e+00', '-9.5722441e+00', ' 2.7203918e+01', '-4.0905670e+00', '-2.0012298e+01', '-6.5141240e+00', '-2.1556713e+01', '-9.1104664e+00', ' 1.4148388e+01', ' 3.3357394e+00', '-1.6224977e+01', '-1.5238561e+01', '-6.6107984e+00', '-4.0372085e-01', ' 7.2125633e+00', ' 1.3891823e+01', ' 2.0071806e+01', '-2.6083335e+01', ' 2.0484828e+01', ' 2.7456158e+01', '-2.2702228e+01', '-2.4004448e+00', ' 9.9962489e+00', ' 4.3546064e+00', '-1.3875546e+01', ' 0.0000000e+00', ' 2.4197767e+01', '-1.1192443e+01', ' 4.7477348e+00', ' 1.2604466e+01', '-1.3097417e+01', ' 1.5906369e+01', ' 2.4484845e+01', ' 4.1502870e+00', ' 2.2609245e+01', '-1.3227599e+01', ' 2.3956398e+01', ' 3.4101903e+00', ' 1.2138667e+01', ' 4.7000106e+00', ' 1.8597113e+01', ' 6.9156913e+00', '-2.9580159e+01', '-1.6841201e+01', '-9.7422971e+00', ' 2.8195544e+01', '-1.4653773e+00', '-2.7972428e+01', ' 5.4675077e+00', '-2.0254388e+01', ' 2.6884385e+01', '-5.9701599e+00', '-5.2109171e+00', '-9.1500551e+00', '-1.6325495e+00', ' 2.6888485e+00', '-8.0146926e+00', ' 1.2144129e+01', ' 1.5110530e+01', '-1.8138137e+01', '-2.4719180e+01', ' 1.6274199e+01', ' 7.5216577e+00', '-1.5687595e+01', '-6.1962623e+00', '-2.0848925e+01', '-1.8680002e+00', ' 1.6295033e+00', ' 1.8889900e+01', '-2.2362109e+01', ' 1.3282405e+01']
['5.6625548e+00', ' 1.3181894e+01', '-1.2882757e+01', '-2.0052871e+01', ' 2.8478627e+01', '-1.9658354e+01', '-1.7067768e+01', ' 2.1816277e+01', '-1.9533628e+01', '-2.8253695e+01', ' 2.2197277e+01', ' 2.7631774e+01', '-1.5840262e+01', '-1.3601049e+01', ' 1.7080359e+01', ' 2.6875440e+01', ' 5.6877864e-01', '-4.3314772e+00', ' 2.4933922e+01', '-1.3491996e+01', '-1.5638228e+01', '-1.0208058e+01', ' 1.8647568e+01', '-7.7403448e-01', ' 8.2192012e+00', ' 1.6665800e+01', '-2.4609323e+01', '-1.2071884e+01', '-5.5402846e+00', ' 5.2717542e+00', '-7.6009421e+00', ' 2.1638505e+01', ' 1.1294752e+01', '-7.0715627e+00', ' 1.9180334e+01', '-5.3997922e+00', '-1.0648320e+01', ' 1.9181230e+01', '-1.5662436e+01', ' 2.7094677e+01', '-2.8236221e+01', '-4.4146890e+00', '-1.2452298e+01', '-2.2969307e+01', ' 2.2502815e+01', '-9.8363946e+00', '-6.3542756e+00', ' 2.1922545e+01', ' 2.1902003e+01', '-8.4157553e+00', ' 1.5253041e+01', ' 2.2693194e+00', ' 3.6374832e+01', ' 2.4116320e+01', ' 2.4197767e+01', ' 0.0000000e+00', '-2.8089227e+01', ' 2.0687032e+01', '-2.0614635e+01', ' 1.5947977e+01', ' 1.7391319e+01', '-5.1287327e+00', '-1.1626943e+01', ' 7.0111896e+00', ' 7.7511897e+00', ' 9.4099141e+00', '-2.4660242e+00', '-2.0869220e+01', ' 1.2746656e+01', '-1.2144933e+01', '-2.0999712e+01', '-2.6794470e+00', '-1.2970594e+01', '-3.8143854e+00', ' 4.5049777e+00', ' 4.6801162e+00', '-4.9596345e+00', ' 2.5534805e+01', ' 2.4000464e+01', ' 9.2379909e+00', ' 2.5348345e+01', ' 9.0266963e+00', '-1.9783802e+01', '-1.7651160e+01', '-1.9893954e+01', ' 1.2642866e+00', '-2.2882828e+01', '-2.2003530e+01', ' 1.0154098e+01', ' 1.1266432e+01', '-2.8832925e+01', '-1.6284989e+01', '-1.4721919e+01', '-2.1840616e+01', ' 2.7193916e+01', '-1.8109829e+01', ' 1.1800089e+01', '-3.9543637e+00', ' 9.2824312e+00', '-1.4190849e+01']
['3.5760561e+00', '-2.6774905e+01', '-4.8523107e-01', ' 5.8208628e+00', '-1.5599141e+01', '-6.5430423e+00', '-2.1982251e-01', '-1.5123503e+01', '-9.5358578e+00', ' 3.3065607e+01', ' 2.4265455e+01', ' 1.4496404e+01', ' 1.8007655e+01', ' 2.0325246e+01', '-2.7727415e+01', ' 2.6468396e+01', ' 1.6607557e+01', ' 5.7628793e-01', ' 2.6873612e+01', ' 2.2186735e+01', ' 2.7725755e+01', ' 3.0885990e+01', ' 9.7228812e+00', '-1.3497334e+01', '-9.4548626e+00', ' 1.7466199e+01', ' 2.3903020e+01', '-1.1997227e+01', '-1.4407235e+01', '-2.8240497e+00', '-4.9233410e+00', '-7.3268751e+00', ' 1.0244801e+01', ' 1.6260773e+01', ' 1.2018202e+01', ' 1.6134154e+01', '-1.9743007e+01', ' 2.1879887e+01', '-1.5865557e+01', '-2.8290494e+01', '-1.9227203e+01', ' 1.5273988e-02', '-1.5189728e+01', '-2.1909356e+01', ' 2.8083974e+01', '-2.7482746e+00', ' 2.3507562e+01', '-1.5902247e+01', '-9.4778434e+00', ' 2.1459195e+01', ' 2.7996505e+01', ' 2.5859167e+01', ' 2.5401686e+01', ' 1.9678021e+01', '-1.1192443e+01', '-2.8089227e+01', ' 0.0000000e+00', '-9.2646919e+00', '-5.6939027e+00', ' 2.2018377e+01', '-9.5787265e+00', '-2.3734908e+01', ' 2.9735846e+01', ' 1.0512493e+01', '-8.9038821e+00', '-2.3221612e+01', '-6.5877556e+00', '-1.2233700e+01', ' 1.9669684e+01', ' 2.1380395e-01', '-1.5440577e+01', ' 4.7570864e+00', ' 1.1716804e+00', '-4.3343410e+00', ' 7.4356450e+00', '-1.9119149e+01', '-2.1655231e+01', ' 2.2159705e+01', ' 8.8920671e+00', '-1.4794171e+00', ' 1.7572891e+01', ' 2.7867918e+01', ' 1.8744791e+01', '-2.1712599e+01', ' 3.3340339e+01', '-4.0795380e+00', '-2.1100091e+01', ' 5.8542166e+00', ' 2.1116763e+01', '-3.0040912e+01', ' 1.2461677e+01', '-8.5083794e-01', ' 1.2341426e+01', ' 3.7724950e+00', '-1.6423405e+01', ' 1.2056066e+01', '-2.0200739e+01', ' 1.3360035e+00', '-2.1797898e+01', ' 1.1792443e+01']
['-1.0356454e+01', '-3.4815944e+00', ' 2.8664638e+00', '-2.2571743e+01', '-1.4222281e+01', '-2.0862951e+00', ' 3.4955226e+00', ' 1.6629180e+01', '-4.9141176e+00', '-6.1793517e+00', ' 2.0669745e+01', '-2.1377560e+01', '-2.1405130e+00', '-2.5526538e-01', ' 2.4682692e+01', '-9.0465085e+00', ' 2.7967808e+01', ' 7.8515845e+00', ' 2.6897268e+01', '-2.9667073e+01', ' 7.5755647e+00', ' 3.8141896e-01', ' 1.7439185e+01', '-2.2028956e+01', ' 6.8795051e+00', ' 2.4188492e+01', ' 2.9430283e+01', ' 1.4694489e+01', ' 1.7546093e+01', ' 2.9876529e+01', ' 7.1800658e+00', '-1.6974633e+01', '-4.4200639e+00', ' 2.5805485e+01', '-1.8712942e+01', '-2.6261110e+01', '-1.4988288e+01', ' 6.4356924e+00', ' 3.1842795e+01', ' 1.4384103e+01', '-8.5978152e+00', ' 2.5804632e+01', ' 7.7366059e+00', '-7.4255031e+00', '-1.8391609e+01', ' 2.8248938e+01', '-1.1366957e+01', '-2.7431567e+01', '-2.8097357e+01', ' 2.5963048e+01', '-2.7392144e+01', '-1.9056711e+01', '-1.2899154e+01', ' 1.9884690e+01', ' 4.7477348e+00', ' 2.0687032e+01', '-9.2646919e+00', ' 0.0000000e+00', ' 2.0101877e+01', ' 2.2191544e+01', '-1.5818615e+01', ' 2.2534901e+01', '-1.7055411e+01', ' 1.7036465e+01', ' 2.2031737e+01', '-7.1748072e+00', '-2.4398335e+01', ' 8.3612222e-01', '-9.7222375e+00', ' 1.8717756e+01', '-5.9461265e+00', '-2.2449566e+01', '-1.7998106e+01', ' 3.2282480e+00', ' 2.7366420e+01', '-2.1593312e+01', '-5.4136503e-01', ' 8.8662748e-01', ' 2.7263188e+01', '-9.8811851e+00', ' 2.7362251e+01', ' 2.7224536e+01', ' 3.2898247e+01', '-2.7996815e+01', ' 1.8739380e+01', '-4.9301215e+00', '-2.6180109e+01', ' 7.7259385e+00', '-2.0620845e+00', ' 2.5576154e+01', '-1.4259705e+01', '-1.7599614e+01', ' 1.1370537e+00', ' 1.1008473e+01', ' 1.7703464e+01', '-1.3372258e+01', '-1.8020280e+01', ' 1.2642005e+01', '-1.9541173e+01', '-1.1182352e+00']
['3.7326893e+00', '-2.0729127e+01', ' 2.3916453e+01', '-1.5920784e+01', '-3.3422171e+00', ' 6.5241317e+00', '-5.1733492e+00', '-1.9780286e+00', '-1.0471547e+01', ' 1.0568417e+01', ' 1.3240629e+01', ' 6.1874695e+00', ' 1.4706121e+01', '-1.9185864e+01', '-4.3670242e+00', '-8.2445568e+00', ' 2.0876589e+00', ' 1.9185467e-01', ' 1.2338566e+01', '-1.1768500e+01', ' 2.2183355e+01', ' 1.3774773e+00', '-9.3848523e+00', '-2.6513802e+01', ' 3.6359692e+00', ' 1.8947308e+01', '-3.0339236e+01', ' 2.1416307e+01', '-1.5861674e+01', '-5.9487766e+00', ' 1.1212500e+01', ' 2.0226820e+01', '-8.9590429e+00', '-1.1765781e+01', '-1.7226485e+00', ' 1.5330837e+00', '-8.0613398e+00', ' 3.6173675e-01', ' 9.2519799e+00', '-1.6110123e+01', ' 2.2908138e+01', ' 1.8473234e+01', ' 2.0261744e+01', '-1.9414054e+01', '-5.7058319e-03', ' 1.2852576e+01', ' 6.0929457e+00', '-2.6836875e+01', ' 2.2606667e+01', ' 2.3352065e+01', '-1.4340047e+01', ' 2.7317567e+01', '-1.1307877e+01', ' 8.9076853e+00', ' 1.2604466e+01', '-2.0614635e+01', '-5.6939027e+00', ' 2.0101877e+01', ' 0.0000000e+00', '-2.0761674e+01', ' 2.7745403e+01', ' 1.0311086e+01', ' 2.4620038e+01', ' 2.2995180e+01', ' 1.8432694e+01', '-1.7447898e+01', ' 1.3726859e+01', ' 3.5802038e+01', '-6.1085678e+00', ' 6.2147784e+00', ' 9.4349373e+00', '-1.9329257e+01', '-2.4210934e+00', '-8.8386112e+00', ' 2.4226868e+01', ' 6.1501529e+00', ' 1.9308158e+01', ' 1.9282578e+01', ' 2.1852744e+01', ' 1.7475061e+01', ' 1.4372881e+01', ' 1.0756362e+01', '-1.0976491e+01', '-3.0731486e+01', ' 6.0659536e+00', '-1.6356779e+01', '-2.5256015e+01', ' 1.8169760e+01', '-9.4655748e+00', '-3.6173311e+00', ' 2.1429254e+00', ' 1.0697066e+01', ' 4.4271061e+00', '-1.5756380e+01', ' 3.3063369e+00', ' 1.3501416e+01', '-1.7274986e+01', '-1.0181578e+01', '-1.2201763e+01', ' 2.1967311e+01']
['1.8675322e-01', ' 7.6477351e+00', ' 2.1118730e+01', '-1.7869443e+01', ' 1.1426422e+01', '-4.0487780e-01', '-1.8272981e+01', ' 7.4808732e+00', '-3.1280708e+00', '-7.1557758e+00', ' 2.7510962e+01', '-1.3152622e+01', '-1.9035876e+01', ' 4.8797394e+00', '-1.8043993e+01', ' 2.8431930e+01', '-1.2779660e+01', '-1.1231513e+01', '-1.5765471e+01', ' 1.1025895e+01', ' 1.8922760e+01', ' 9.0625944e+00', ' 1.7353940e+01', ' 7.4783245e+00', '-6.3899684e+00', '-3.8138763e+00', '-2.4525973e+01', '-2.6915188e+01', '-2.4704093e+01', '-2.3718936e+01', ' 3.6140702e+00', '-1.0730189e+01', ' 1.2582577e+01', ' 1.2233351e+01', ' 2.3126176e+01', ' 9.4937104e-01', ' 1.7565597e+01', ' 4.3447210e-01', ' 2.0841251e+01', '-1.5824279e+01', '-3.6867736e+00', ' 2.7822332e+01', ' 1.7814534e+01', '-1.7961519e+01', ' 1.2653045e+01', ' 1.3022265e+01', ' 1.8921124e+01', '-1.1834218e+01', '-5.0406834e+00', ' 1.7564244e+01', ' 1.1342109e+01', '-2.0299326e+01', ' 6.7991874e+00', ' 2.1054878e+01', '-1.3097417e+01', ' 1.5947977e+01', ' 2.2018377e+01', ' 2.2191544e+01', '-2.0761674e+01', ' 0.0000000e+00', '-8.5352593e-02', '-1.7127263e+01', ' 2.3634676e+01', '-2.1939375e+01', ' 1.3114789e+01', ' 6.3511801e+00', '-7.6512203e+00', ' 2.2412599e+01', '-1.2042297e+01', '-4.6606214e+00', ' 8.6354652e+00', '-9.2676661e+00', ' 6.4620463e+00', '-9.4421185e+00', ' 3.5667541e+01', '-1.5536818e+01', ' 2.5285067e+01', ' 6.7819026e+00', ' 5.2176192e+00', '-9.4785143e-01', ' 3.7795524e+00', ' 2.0503897e+01', ' 1.6410492e+01', '-2.5066623e+01', '-3.0852420e+01', '-1.9861399e+01', '-2.1021473e+01', '-8.8543989e+00', ' 2.0608231e+01', ' 2.3078732e+01', '-1.2413614e+00', '-9.3832362e+00', '-2.1554005e+01', ' 9.3991660e+00', '-8.6989786e+00', '-9.7395397e+00', '-1.1824538e+01', '-1.3764121e+01', '-1.3053427e+01', ' 1.9443454e+01']
['-6.4663321e-01', '-2.6161313e+01', ' 2.6362365e+01', '-1.1519680e+01', ' 1.9659578e+01', ' 2.0397170e+01', ' 1.3908675e+01', '-1.9588177e+01', '-2.4602691e+01', '-1.8336594e+01', ' 2.6384649e+01', ' 1.4315287e+01', ' 7.8145196e+00', '-2.3848113e+01', '-2.0300428e+00', '-2.5465059e+01', '-2.6675926e+01', ' 8.8943820e+00', ' 2.4370899e+01', '-2.4994913e+00', '-6.2924667e+00', ' 2.3297378e+01', '-2.1300297e+01', ' 7.6719667e+00', ' 6.1727287e+00', ' 2.1846669e+01', '-3.0570286e+01', '-1.2998629e+01', '-1.9411031e+01', '-7.8153550e+00', ' 1.0191928e+01', '-9.2486088e+00', ' 6.7873623e-01', ' 1.7883769e+01', ' 2.6844697e+01', '-1.6182020e+01', '-1.1565304e+01', '-1.2183529e+01', '-2.0679733e+01', '-1.4718108e+00', ' 1.8250940e+00', ' 2.8170768e+01', '-4.6510286e+00', '-5.7320443e+00', '-3.4644514e+00', ' 9.3427809e-01', '-1.7966699e+01', '-2.6683035e+01', ' 3.4953945e+01', ' 1.7581292e+01', ' 6.2942657e+00', ' 8.1336399e-02', '-4.0885069e+00', '-1.6060717e+00', ' 1.5906369e+01', ' 1.7391319e+01', '-9.5787265e+00', '-1.5818615e+01', ' 2.7745403e+01', '-8.5352593e-02', ' 0.0000000e+00', ' 1.7666392e+01', ' 2.7230619e+01', ' 1.4630756e+01', '-1.2861198e+01', ' 3.5601345e+00', '-1.9096253e+01', ' 2.7907060e+01', ' 1.8282154e+01', ' 6.2503043e+00', ' 1.6555139e+01', '-6.0054335e+00', ' 3.2602606e+01', '-1.7691984e+00', ' 2.2863193e+00', ' 2.4036825e+01', ' 2.6642331e+01', ' 2.2772168e+00', ' 5.3858442e+00', ' 1.5544468e+01', '-6.0328544e+00', ' 2.8175476e+00', '-1.8580769e+01', ' 1.2364331e+01', '-1.2145200e+01', '-2.7207383e+00', '-8.8767892e-02', ' 1.8899099e+01', ' 2.1047670e+01', ' 2.6914528e+01', ' 2.1434925e+01', ' 2.0696536e+01', ' 2.4316785e+01', ' 1.5908299e+01', '-1.2484744e+01', '-1.5745061e+00', ' 1.6966390e-01', ' 1.8331135e+01', '-2.8160925e+01', ' 1.3822660e+01']
['-2.1895984e+01', '-1.0121684e-01', ' 2.7362736e+01', ' 1.4036054e+01', ' 1.7920368e+01', ' 6.9903914e+00', ' 5.6813720e+00', ' 1.0403488e+01', '-4.8622747e+00', '-2.2157132e+01', ' 7.2323437e-01', '-1.2901194e+01', '-2.2974573e+01', '-1.4425719e+01', ' 1.9904062e+01', '-4.1398377e+00', ' 1.7197389e+00', '-1.2528967e+00', ' 6.0133460e+00', '-8.0611649e+00', ' 9.1300671e+00', ' 1.1943116e+01', ' 2.9186890e+01', ' 2.7169484e+01', ' 8.0870688e+00', ' 1.6407357e+01', '-1.8851182e+01', ' 2.2741483e+01', ' 5.8801557e+00', '-1.4161460e+01', '-2.3739349e+00', ' 7.0302365e+00', '-2.2047360e+00', ' 1.1922325e+01', ' 8.2670224e+00', '-6.1275768e+00', '-2.7434148e+01', ' 1.0934211e+01', '-5.6877503e-01', '-7.3347871e+00', '-4.8799409e+00', '-6.5404121e+00', ' 2.7497359e+01', '-1.8299703e+01', ' 6.1570782e+00', '-6.1743693e+00', ' 4.6829892e+00', ' 9.5002386e+00', ' 9.3671102e+00', '-1.9348032e+01', ' 1.6972157e+01', '-1.1440855e+01', '-1.6251484e+01', ' 1.5168691e+01', ' 2.4484845e+01', '-5.1287327e+00', '-2.3734908e+01', ' 2.2534901e+01', ' 1.0311086e+01', '-1.7127263e+01', ' 1.7666392e+01', ' 0.0000000e+00', '-1.6029835e+01', ' 1.2960828e+01', ' 7.7645550e+00', ' 1.0323326e+01', '-2.4640843e+00', ' 7.4659729e+00', '-1.7615215e+01', ' 1.9746583e+01', ' 2.5832967e+01', ' 3.9715857e+00', ' 1.2268737e+01', '-5.9495478e+00', '-2.3376546e+01', ' 2.6107571e+01', ' 1.1884030e+01', '-8.7218192e+00', ' 2.1263078e+01', ' 1.9831293e+01', ' 1.6470207e+01', '-1.8624611e+01', '-1.4405686e+01', '-1.1375090e+01', '-2.1036714e+01', '-1.8731570e+01', '-2.2566295e+01', '-1.9658726e+01', '-1.7925656e+01', ' 7.6510052e+00', ' 2.7226781e+00', ' 1.4276425e+01', ' 5.1665710e-01', '-2.0135756e+01', ' 2.2319819e+01', '-1.0027880e+01', ' 7.2827473e+00', ' 1.6959561e+01', '-1.9444416e+01', ' 9.0286532e+00']
